name	brocken
      frame	data/chars/brocken/aaa1.gif

anim attack4
      @script
    void self = getlocalvar("self");

    if( frame == 0){
      int r = rand()%30;
      if( r > 10){
        changeentityproperty(self, "animation", openborconstant("ANI_FOLLOW5"));
      } else if( r < -10){
        changeentityproperty(self, "animation", openborconstant("ANI_FOLLOW7"));
      }
    }
@end_script
	loop	0
      range 70 110
      delay   9
	offset	75 170
      bbox	55 78 50 80
      sound	data/chars/brocken/at6.wav
      frame	data/chars/brocken/aa1.gif
	frame	data/chars/brocken/aa2.gif
      frame	data/chars/brocken/aa1.gif
      delay	2.5
	frame	data/chars/brocken/aa3.gif
      frame	data/chars/brocken/aa4.gif
      sound	data/chars/brocken/at11.wav
      attack16  115 75 60 65 20 1 1 1 50
      dropv 4 1
	frame	data/chars/brocken/aa5.gif
      frame	data/chars/brocken/aa6.gif
	frame	data/chars/brocken/aa7.gif
      sound	data/chars/brocken/at11.wav
      frame	data/chars/brocken/aa8.gif
	frame	data/chars/brocken/aa9.gif
      frame	data/chars/brocken/aa6.gif
      sound	data/chars/brocken/at11.wav
	frame	data/chars/brocken/aa7.gif
      frame	data/chars/brocken/aa8.gif
	frame	data/chars/brocken/aa9.gif
      sound	data/chars/brocken/at11.wav
      frame	data/chars/brocken/aa6.gif
	frame	data/chars/brocken/aa7.gif
      frame	data/chars/brocken/aa8.gif
      sound	data/chars/brocken/at11.wav
	frame	data/chars/brocken/aa9.gif
      frame	data/chars/brocken/aa6.gif
	frame	data/chars/brocken/aa7.gif
      sound	data/chars/brocken/at11.wav
      frame	data/chars/brocken/aa8.gif
	frame	data/chars/brocken/aa9.gif

anim follow5
      followcond 2
      followanim 6
      loop	0
	delay	6
	offset	75 170
      bbox	55 78 47 80
      hitfx   data/sounds/beat2.wav
      frame	data/chars/brocken/aaa1.gif
      sound	data/sounds/air5.wav
      frame	data/chars/brocken/grat1.gif
      delay	14
      attack  90 100 52 35 10 0 
      frame	data/chars/brocken/grat2.gif
      attack  0 0 0 0 0 0
      delay	6
      frame	data/chars/brocken/grat1.gif
      frame	data/chars/brocken/aaa1.gif

anim follow6
      loop	0
      offset	75 170
      bbox	55 78 47 80
      delay	15 
      quakeframe 7 2 2
      hitfx   data/sounds/beat2.wav
      frame	data/chars/brocken/grat2.gif
      delay	6
      frame	data/chars/brocken/grat1.gif
      frame	data/chars/brocken/aaa1.gif
      frame	data/chars/brocken/a1.gif
      frame	data/chars/brocken/a2.gif
      frame	data/chars/brocken/a3.gif
      sound	data/sounds/air3.wav
      frame	data/chars/brocken/a5.gif
      delay	10
      attack  90 90 70 35 5 0 
      nokill 1
      frame	data/chars/brocken/a6.gif
      attack  0 0 0 0 0 0
      sound	data/sounds/air3.wav
      frame	data/chars/brocken/a7.gif
      attack  90 90 70 35 5 1
      nokill 0
      dropv 2 3.5
      frame	data/chars/brocken/a8.gif
      attack  0 0 0 0 0 0
      frame	data/chars/brocken/a1.gif

anim attack5
      @script
    void self = getlocalvar("self");

    if( frame == 0){
      int r = rand()%50;

      if( r > 0){
        changeentityproperty(self, "animation", openborconstant("ANI_FOLLOW5"));
      }
    }
@end_script
	loop	0
      range 15 68
      delay   9
	offset	75 170
      bbox	55 78 50 80
      hitfx   data/sounds/bur.wav
      frame	data/chars/brocken/br1.gif
      sound	data/sounds/air5.wav
	frame	data/chars/brocken/br2.gif
      delay	4
      sound	data/chars/brocken/at12.wav
	frame	data/chars/brocken/br3.gif
      burn  90 75 125 55 15 1 1 1 10
      frame	data/chars/brocken/br4.gif
	frame	data/chars/brocken/br5.gif
      frame	data/chars/brocken/br6.gif
	frame	data/chars/brocken/br7.gif
      frame	data/chars/brocken/br5.gif
      frame	data/chars/brocken/br6.gif
	frame	data/chars/brocken/br7.gif
      frame	data/chars/brocken/br5.gif
      frame	data/chars/brocken/br6.gif
	frame	data/chars/brocken/br7.gif
      frame	data/chars/brocken/br8.gif
	frame	data/chars/brocken/br9.gif
      burn  0 0 0 0 0 0
      frame	data/chars/brocken/br10.gif
	frame	data/chars/brocken/br11.gif
      frame	data/chars/brocken/br3.gif
      delay   9
	frame	data/chars/brocken/br2.gif
      frame	data/chars/brocken/br1.gif

anim follow7
      loop	0
      delay   9
	offset	75 170
      bbox	55 78 50 80
      hitfx   data/sounds/bur.wav
      frame	data/chars/brocken/br1.gif
      sound	data/sounds/air5.wav
	frame	data/chars/brocken/br2.gif
      delay	4
      sound	data/chars/brocken/at12.wav
	frame	data/chars/brocken/br3.gif
      burn  90 75 125 55 15 1 1 1 10
      frame	data/chars/brocken/br4.gif
	frame	data/chars/brocken/br5.gif
      frame	data/chars/brocken/br6.gif
	frame	data/chars/brocken/br7.gif
      frame	data/chars/brocken/br5.gif
      frame	data/chars/brocken/br6.gif
	frame	data/chars/brocken/br7.gif
      frame	data/chars/brocken/br5.gif
      frame	data/chars/brocken/br6.gif
	frame	data/chars/brocken/br7.gif
      frame	data/chars/brocken/br8.gif
	frame	data/chars/brocken/br9.gif
      burn  0 0 0 0 0 0
      frame	data/chars/brocken/br10.gif
	frame	data/chars/brocken/br11.gif
      frame	data/chars/brocken/br3.gif
      delay   9
	frame	data/chars/brocken/br2.gif
      frame	data/chars/brocken/br1.gif

anim special
      loop	0
      delay   4
      offset	75 170
      jumpframe 0 0 -3
      movez 3
      sound	data/chars/brocken/at5.wav
      frame	data/chars/brocken/rub1.gif
      frame	data/chars/brocken/rub2.gif
      sound	data/sounds/jumpp.wav
      frame	data/chars/brocken/rub3.gif
      frame	data/chars/brocken/rub4.gif
      frame	data/chars/brocken/rub1.gif
      sound	data/sounds/jumpp.wav
      frame	data/chars/brocken/rub2.gif
      frame	data/chars/brocken/rub3.gif
      frame	data/chars/brocken/rub4.gif

anim special2
      loop	0
      delay   4
      offset	75 170
      jumpframe 0 0 -3
      movez 3
      sound	data/chars/brocken/at5.wav
      frame	data/chars/brocken/rub1.gif
      frame	data/chars/brocken/rub2.gif
      sound	data/sounds/jumpp.wav
      frame	data/chars/brocken/rub3.gif
      frame	data/chars/brocken/rub4.gif
      frame	data/chars/brocken/rub1.gif
      sound	data/sounds/jumpp.wav
      frame	data/chars/brocken/rub2.gif
      frame	data/chars/brocken/rub3.gif
      frame	data/chars/brocken/rub4.gif

anim death
	loop	0
      delay   120
	offset	95 170
      subentity endd
      spawnframe 1 280 210 0 1
      frame	data/chars/brocken/fall05.gif
      frame	data/chars/brocken/fall05.gif


anim death3
	loop	0
      delay   9
	offset	95 170
      subentity endd
      spawnframe 2 280 210 0 1
      @script
    void self = getlocalvar("self");

    changeentityproperty(self, "velocity", 0, 0, 0);
@end_script
      frame	data/chars/brocken/fall04.gif
      delay   240
      frame	data/chars/brocken/fall05.gif
      frame	data/chars/brocken/fall05.gif

anim death4
	loop	0
      delay   2
	offset	95 155
      subentity endd
      spawnframe 48 280 210 0 1
      move -5
      sound	data/sounds/fall.wav
      frame	data/chars/brocken/ffall01.gif
      frame	data/chars/brocken/ffall01.gif
      frame	data/chars/brocken/ffall01.gif
      frame	data/chars/brocken/ffall01.gif
      frame	data/chars/brocken/ffall01.gif
      frame	data/chars/brocken/ffall01.gif
      frame	data/chars/brocken/ffall02.gif
      frame	data/chars/brocken/ffall02.gif
      frame	data/chars/brocken/ffall02.gif
      move -4
      frame	data/chars/brocken/ffall03.gif
      frame	data/chars/brocken/ffall03.gif
      frame	data/chars/brocken/ffall03.gif
      frame	data/chars/brocken/ffall04.gif
      frame	data/chars/brocken/ffall04.gif
      frame	data/chars/brocken/ffall04.gif
      frame	data/chars/brocken/ffall01.gif
      frame	data/chars/brocken/ffall01.gif
      frame	data/chars/brocken/ffall01.gif
      frame	data/chars/brocken/ffall02.gif
      frame	data/chars/brocken/ffall02.gif
      frame	data/chars/brocken/ffall02.gif
      move -3
      frame	data/chars/brocken/ffall03.gif
      frame	data/chars/brocken/ffall03.gif
      frame	data/chars/brocken/ffall03.gif
      frame	data/chars/brocken/ffall04.gif
      frame	data/chars/brocken/ffall04.gif
      frame	data/chars/brocken/ffall04.gif
      frame	data/chars/brocken/ffall01.gif
      frame	data/chars/brocken/ffall01.gif
      frame	data/chars/brocken/ffall01.gif
      offset	95 175
      frame	data/chars/brocken/ffall05.gif
      frame	data/chars/brocken/ffall05.gif
      frame	data/chars/brocken/ffall05.gif
      frame	data/chars/brocken/ffall05.gif
      offset	95 170
      attack10  0 0 0 0 0 0
      bbox	25 145 100 30
	frame	data/chars/brocken/fall04.gif
      frame	data/chars/brocken/fall04.gif
      frame	data/chars/brocken/fall04.gif
      frame	data/chars/brocken/fall04.gif
      move -3
      frame	data/chars/brocken/fall05.gif
      frame	data/chars/brocken/fall05.gif
      frame	data/chars/brocken/fall05.gif
      frame	data/chars/brocken/fall05.gif
      frame	data/chars/brocken/fall05.gif
      move 0
      frame	data/chars/brocken/fall05.gif
      frame	data/chars/brocken/fall05.gif
      move 0
      frame	data/chars/brocken/fall05.gif
      frame	data/chars/brocken/fall05.gif
      move 0
      delay   40
	frame	data/chars/brocken/fall05.gif
      delay   120
      frame	data/chars/brocken/fall05.gif
      frame	data/chars/brocken/fall05.gif

anim death9
	loop	0
      delay   120
	offset	95 170
      subentity endd
      spawnframe 1 280 210 0 1
      frame	data/chars/brocken/fall05.gif
      frame	data/chars/brocken/fall05.gif

anim death15
	loop	0
      delay   120
	offset	95 170
      subentity endd
      spawnframe 1 280 210 0 1
      frame	data/chars/brocken/fall05.gif
      frame	data/chars/brocken/fall05.gif

anim bdie
	loop	0
      delay   120
	offset	95 170
      subentity endd
      spawnframe 1 280 210 0 1
      frame	data/chars/brocken/fall05.gif
      frame	data/chars/brocken/fall05.gif


